config,waypoint_index,success,position_error,orientation_error_rad,position_bad,orientation_bad,target_x,target_y,target_z
pose_zero_tcp_diagnostic,17,0,0.060207035,0.157958987,1,1,0.102612524,-0.114548977,1.179106313
pose_zero_tcp_diagnostic,18,0,0.055683723,0.140215533,1,1,0.092675347,-0.118264362,1.164563985
pose_zero_tcp_diagnostic,19,0,0.052554064,0.128266783,1,1,0.085743668,-0.120688599,1.153297186
pose_zero_tcp_diagnostic,20,0,0.049152788,0.108439603,1,1,0.078998508,-0.122132484,1.140615245
pose_zero_tcp_diagnostic,21,0,0.039830912,0.034539946,1,0,0.066205292,-0.123390461,1.119328987
pose_zero_tcp_diagnostic,22,0,0.029844244,0.022178944,1,0,0.055460364,-0.124032171,1.103328504
pose_zero_tcp_diagnostic,23,0,0.013939998,0.005739772,1,0,0.043107781,-0.127824735,1.090901367
pose_zero_tcp_diagnostic,24,0,0.003530346,0.000373915,1,0,0.037980105,-0.128200369,1.088401461
pose_zero_tcp_diagnostic,25,1,0.001091017,0.000124191,0,0,0.036514038,-0.13024083,1.087748102
pose_zero_tcp_diagnostic,26,1,0.000442583,0.002146596,0,0,0.036387152,-0.134969284,1.09231914
pose_zero_tcp_diagnostic,27,1,0.000116141,0.00023605,0,0,0.039442809,-0.133073863,1.095374345
pose_zero_tcp_diagnostic,28,1,0.000759957,0.000528223,0,0,0.044630469,-0.130339497,1.100814413
pose_zero_tcp_diagnostic,29,0,0.003219945,0.000303385,1,0,0.05618462,-0.12625482,1.121348086
pose_zero_tcp_diagnostic,30,0,0.014715932,0.001433268,1,0,0.067826018,-0.123482079,1.140954905
pose_zero_tcp_diagnostic,31,0,0.030583948,0.028724038,1,0,0.081929643,-0.117018875,1.174236465
pose_zero_tcp_diagnostic,32,0,0.03879145,0.036258296,1,0,0.088195739,-0.105556024,1.19861519
pose_zero_tcp_diagnostic,33,0,0.046820731,0.050863233,1,0,0.093851226,-0.089288255,1.222116256
pose_zero_tcp_diagnostic,34,0,0.05488283,0.061618611,1,0,0.09831699,-0.060172171,1.249058195
pose_zero_tcp_diagnostic,35,0,0.058246064,0.063937552,1,0,0.099690839,-0.039685505,1.259013206
pose_zero_tcp_diagnostic,36,0,0.06223365,0.072989897,1,0,0.101340046,-0.008749437,1.266436722
pose_zero_tcp_diagnostic,37,0,0.064171667,0.075318059,1,0,0.102074488,0.012299014,1.268185273
pose_zero_tcp_diagnostic,38,0,0.066144917,0.079665877,1,0,0.102462133,0.033768544,1.268803903
pose_zero_tcp_diagnostic,39,0,0.068446935,0.081710461,1,0,0.103123091,0.066652556,1.265187301
pose_zero_tcp_diagnostic,40,0,0.070364347,0.078603349,1,0,0.104139586,0.088210107,1.260413767
pose_zero_tcp_diagnostic,41,0,0.072912463,0.078102326,1,0,0.105025313,0.120058814,1.250172864
pose_zero_tcp_diagnostic,42,0,0.074696552,0.08334297,1,0,0.105630357,0.141795404,1.239736613
pose_zero_tcp_diagnostic,43,0,0.07697345,0.078553417,1,0,0.107235982,0.162064408,1.225274303
pose_zero_tcp_diagnostic,44,0,0.079633298,0.06142654,1,0,0.110456014,0.183758881,1.197439923
pose_zero_tcp_diagnostic,45,0,0.081436737,0.068980772,1,0,0.113337537,0.192964122,1.176517952
pose_zero_tcp_diagnostic,46,0,0.083285145,0.050861725,1,0,0.115649291,0.200403287,1.14636128
pose_zero_tcp_diagnostic,47,0,0.08280342,0.045549204,1,0,0.114557453,0.203611583,1.12767254
pose_zero_tcp_diagnostic,48,0,0.081672994,0.036024997,1,0,0.110410918,0.207130371,1.110629853
pose_zero_tcp_diagnostic,49,0,0.078167267,0.049164325,1,0,0.10195982,0.213620445,1.086888178
pose_zero_tcp_diagnostic,50,0,0.075759878,0.059757337,1,0,0.095693769,0.218147862,1.070834935
pose_zero_tcp_diagnostic,51,0,0.072600499,0.047608106,1,0,0.085823453,0.22486931,1.045608592
pose_zero_tcp_diagnostic,52,0,0.069817566,0.043024966,1,0,0.079014296,0.229085528,1.028127041
pose_zero_tcp_diagnostic,53,0,0.068663176,0.032782622,1,0,0.074608455,0.231856638,1.011460617
pose_zero_tcp_diagnostic,54,0,0.067121808,0.036257229,1,0,0.070724825,0.231132449,0.988596271
pose_zero_tcp_diagnostic,55,0,0.065892871,0.019240402,1,0,0.06728352,0.228092733,0.976036359
pose_zero_tcp_diagnostic,56,0,0.062222733,0.041167732,1,0,0.06321032,0.223195245,0.966153581
pose_zero_tcp_diagnostic,57,0,0.054411586,0.029006579,1,0,0.051160212,0.219986917,0.954632933
pose_zero_tcp_diagnostic,58,0,0.047227077,0.027009622,1,0,0.03983167,0.222259099,0.949632134
pose_zero_tcp_diagnostic,59,0,0.037352488,0.017959068,1,0,0.023870109,0.231933511,0.944181884
pose_zero_tcp_diagnostic,60,0,0.032272584,0.003057697,1,0,0.015321848,0.240379523,0.938369667
pose_zero_tcp_diagnostic,61,0,0.029079739,0.011655942,1,0,0.012178162,0.246859443,0.932937515
pose_zero_tcp_diagnostic,62,0,0.029365421,0.010237969,1,0,0.014014032,0.250006965,0.928144071
pose_zero_tcp_diagnostic,63,0,0.031511288,0.011937462,1,0,0.017914107,0.250262294,0.927361131
pose_zero_tcp_diagnostic,64,0,0.038024225,0.005221491,1,0,0.028264382,0.249543363,0.93240123
pose_zero_tcp_diagnostic,65,0,0.042235621,0.009584611,1,0,0.035256699,0.249978727,0.941023287
pose_zero_tcp_diagnostic,66,0,0.046370762,0.018338751,1,0,0.041088157,0.251529816,0.951161262
pose_zero_tcp_diagnostic,67,0,0.049531011,0.039484399,1,0,0.046275355,0.25182388,0.957778404
pose_zero_tcp_diagnostic,68,0,0.050817915,0.063347794,1,0,0.047700667,0.25182189,0.957957076
pose_zero_tcp_diagnostic,69,0,0.054987524,0.097684261,1,0,0.053177598,0.246674471,0.95541762
pose_zero_tcp_diagnostic,70,0,0.057934909,0.122258662,1,1,0.055853435,0.242899082,0.950716864
pose_zero_tcp_diagnostic,71,0,0.060919918,0.146925966,1,1,0.05713878,0.240269508,0.944066423
pose_zero_tcp_diagnostic,72,0,0.063346633,0.132248399,1,1,0.056583161,0.240753007,0.936476557
pose_zero_tcp_diagnostic,73,0,0.062990286,0.146866444,1,1,0.054110749,0.245804754,0.934588799
pose_zero_tcp_diagnostic,74,0,0.064734489,0.159550179,1,1,0.052421065,0.25854594,0.937752605
pose_zero_tcp_diagnostic,75,0,0.066354612,0.181553843,1,1,0.054046953,0.264533458,0.946587866
pose_zero_tcp_diagnostic,76,0,0.070039396,0.159025639,1,1,0.05736477,0.269232957,0.959077807
pose_zero_tcp_diagnostic,77,0,0.071806914,0.037474417,1,0,0.062182537,0.271953858,0.977805206
pose_zero_tcp_diagnostic,78,0,0.070199388,0.048458934,1,0,0.063412091,0.271721836,0.987741532
pose_zero_tcp_diagnostic,79,0,0.068752872,0.065595338,1,0,0.063841916,0.269260168,0.993535718
