robot_name,num_trajectories,num_waypoints,ik_success_rate,trajectory_success_rate,mean_position_error,max_position_error,mean_joint_margin,min_joint_margin,mean_manipulability,min_manipulability,manipulability_below_threshold,smoothness_cost,collision_proxy,hardware_cost,orientation_tolerance_rad,mean_orientation_error_rad,max_orientation_error_rad,pose_success_rate,trajectory_pose_success_rate
xarm6_true,150,12000,0.829583,0.513333,0.007013,0.0901,1.119013,0.227964,0.07073244,0.01137013,0.0,0.00976835,0.0002249,1.030873,0.1,0.006668,0.370028,0.829583,0.513333
