robot_name,num_trajectories,num_waypoints,ik_success_rate,trajectory_success_rate,mean_position_error,max_position_error,mean_joint_margin,min_joint_margin,mean_manipulability,min_manipulability,manipulability_below_threshold,smoothness_cost,collision_proxy,hardware_cost
ur5e_true,1500,119975,0.987497,0.0,0.002042,0.246808,1.244261,0.246796,0.12508242,0.02195934,0.0,0.00118278,0.00129757,1.464731
