robot_name,num_trajectories,num_waypoints,ik_success_rate,trajectory_success_rate,mean_position_error,max_position_error,mean_joint_margin,min_joint_margin,mean_manipulability,min_manipulability,manipulability_below_threshold,smoothness_cost,collision_proxy,hardware_cost
simple_default,20,800,0.96375,0.35,0.000873,0.023065,0.242502,0.0,0.01315554,0.00292604,0.02125,0.11411025,0.00096157,1.08
panda_proxy,20,800,0.91875,0.0,0.004413,0.082415,0.30287,0.0,0.01155712,0.0004751,0.26375,0.32073546,7.33e-06,1.04
ur5_proxy,20,800,0.94875,0.2,0.001331,0.152858,0.154035,0.0,0.01521873,0.00317653,0.01625,0.15936501,0.03365775,1.113
xarm6_proxy,20,800,0.89625,0.0,0.005097,0.103234,0.267636,0.0,0.01065137,0.00128951,0.26625,0.24172015,0.0003399,0.946
