robot_name,num_trajectories,num_waypoints,ik_success_rate,trajectory_success_rate,mean_position_error,max_position_error,mean_joint_margin,min_joint_margin,mean_manipulability,min_manipulability,manipulability_below_threshold,smoothness_cost,collision_proxy,hardware_cost,orientation_tolerance_rad,mean_orientation_error_rad,max_orientation_error_rad,pose_success_rate,trajectory_pose_success_rate
xarm6_true,150,12000,0.7355,0.253333,0.006457,0.068244,1.282021,0.433491,0.14058712,0.0403249,0.0,0.01317978,0.00145649,1.202873,0.1,0.03216,0.519879,0.7355,0.253333
