file,suite,task,demo,num_samples,target_frame,base_xyz,mean_position_error,max_position_error,p95_position_error,p99_position_error
data/armforge/raw/libero/libero_goal/put_the_wine_bottle_on_top_of_the_cabinet_demo.hdf5,libero_goal,put_the_wine_bottle_on_top_of_the_cabinet_demo,demo_35,101,gripper0_grip_site,"[-0.66, 0.0, 0.912]",0.00029772,0.00055944,0.00055299,0.00055892
data/armforge/raw/libero/libero_goal/put_the_wine_bottle_on_top_of_the_cabinet_demo.hdf5,libero_goal,put_the_wine_bottle_on_top_of_the_cabinet_demo,demo_36,105,gripper0_grip_site,"[-0.66, 0.0, 0.912]",0.00028628,0.00058774,0.00054453,0.000584
data/armforge/raw/libero/libero_goal/put_the_wine_bottle_on_top_of_the_cabinet_demo.hdf5,libero_goal,put_the_wine_bottle_on_top_of_the_cabinet_demo,demo_37,92,gripper0_grip_site,"[-0.66, 0.0, 0.912]",0.00029867,0.00060237,0.00058292,0.00059308
data/armforge/raw/libero/libero_goal/put_the_wine_bottle_on_top_of_the_cabinet_demo.hdf5,libero_goal,put_the_wine_bottle_on_top_of_the_cabinet_demo,demo_38,105,gripper0_grip_site,"[-0.66, 0.0, 0.912]",0.00028119,0.00061364,0.00048582,0.00048987
data/armforge/raw/libero/libero_goal/put_the_wine_bottle_on_top_of_the_cabinet_demo.hdf5,libero_goal,put_the_wine_bottle_on_top_of_the_cabinet_demo,demo_39,102,gripper0_grip_site,"[-0.66, 0.0, 0.912]",0.00027502,0.00051513,0.00049948,0.00051397
data/armforge/raw/libero/libero_goal/put_the_wine_bottle_on_top_of_the_cabinet_demo.hdf5,libero_goal,put_the_wine_bottle_on_top_of_the_cabinet_demo,demo_4,105,gripper0_grip_site,"[-0.66, 0.0, 0.912]",0.00025478,0.00054301,0.00051741,0.0005414
data/armforge/raw/libero/libero_goal/put_the_wine_bottle_on_top_of_the_cabinet_demo.hdf5,libero_goal,put_the_wine_bottle_on_top_of_the_cabinet_demo,demo_40,110,gripper0_grip_site,"[-0.66, 0.0, 0.912]",0.00029835,0.00062273,0.00053812,0.00054512
data/armforge/raw/libero/libero_goal/put_the_wine_bottle_on_top_of_the_cabinet_demo.hdf5,libero_goal,put_the_wine_bottle_on_top_of_the_cabinet_demo,demo_41,127,gripper0_grip_site,"[-0.66, 0.0, 0.912]",0.0002429,0.00051649,0.00048421,0.00051245
data/armforge/raw/libero/libero_goal/put_the_wine_bottle_on_top_of_the_cabinet_demo.hdf5,libero_goal,put_the_wine_bottle_on_top_of_the_cabinet_demo,demo_42,137,gripper0_grip_site,"[-0.66, 0.0, 0.912]",0.00023216,0.0005676,0.00054382,0.00056464
data/armforge/raw/libero/libero_goal/put_the_wine_bottle_on_top_of_the_cabinet_demo.hdf5,libero_goal,put_the_wine_bottle_on_top_of_the_cabinet_demo,demo_43,92,gripper0_grip_site,"[-0.66, 0.0, 0.912]",0.00033017,0.00059535,0.00056848,0.00058426
data/armforge/raw/libero/libero_goal/put_the_wine_bottle_on_top_of_the_cabinet_demo.hdf5,libero_goal,put_the_wine_bottle_on_top_of_the_cabinet_demo,demo_44,90,gripper0_grip_site,"[-0.66, 0.0, 0.912]",0.0003529,0.00059799,0.00058137,0.00059539
data/armforge/raw/libero/libero_goal/put_the_wine_bottle_on_top_of_the_cabinet_demo.hdf5,libero_goal,put_the_wine_bottle_on_top_of_the_cabinet_demo,demo_45,128,gripper0_grip_site,"[-0.66, 0.0, 0.912]",0.00024707,0.0005582,0.00054382,0.0005573
data/armforge/raw/libero/libero_goal/put_the_wine_bottle_on_top_of_the_cabinet_demo.hdf5,libero_goal,put_the_wine_bottle_on_top_of_the_cabinet_demo,demo_46,142,gripper0_grip_site,"[-0.66, 0.0, 0.912]",0.00022309,0.00044428,0.00041981,0.00043988
data/armforge/raw/libero/libero_goal/put_the_wine_bottle_on_top_of_the_cabinet_demo.hdf5,libero_goal,put_the_wine_bottle_on_top_of_the_cabinet_demo,demo_47,107,gripper0_grip_site,"[-0.66, 0.0, 0.912]",0.00028227,0.00057231,0.00054044,0.00054865
data/armforge/raw/libero/libero_goal/put_the_wine_bottle_on_top_of_the_cabinet_demo.hdf5,libero_goal,put_the_wine_bottle_on_top_of_the_cabinet_demo,demo_48,92,gripper0_grip_site,"[-0.66, 0.0, 0.912]",0.00032147,0.00058438,0.0005771,0.00058242
data/armforge/raw/libero/libero_goal/put_the_wine_bottle_on_top_of_the_cabinet_demo.hdf5,libero_goal,put_the_wine_bottle_on_top_of_the_cabinet_demo,demo_49,116,gripper0_grip_site,"[-0.66, 0.0, 0.912]",0.0002827,0.00057251,0.00056369,0.00056907
data/armforge/raw/libero/libero_goal/put_the_wine_bottle_on_top_of_the_cabinet_demo.hdf5,libero_goal,put_the_wine_bottle_on_top_of_the_cabinet_demo,demo_5,93,gripper0_grip_site,"[-0.66, 0.0, 0.912]",0.00030284,0.0005725,0.00056222,0.00057075
data/armforge/raw/libero/libero_goal/put_the_wine_bottle_on_top_of_the_cabinet_demo.hdf5,libero_goal,put_the_wine_bottle_on_top_of_the_cabinet_demo,demo_6,116,gripper0_grip_site,"[-0.66, 0.0, 0.912]",0.00024517,0.00052381,0.00051119,0.00051962
data/armforge/raw/libero/libero_goal/put_the_wine_bottle_on_top_of_the_cabinet_demo.hdf5,libero_goal,put_the_wine_bottle_on_top_of_the_cabinet_demo,demo_7,113,gripper0_grip_site,"[-0.66, 0.0, 0.912]",0.00025739,0.00056841,0.00055226,0.00056549
data/armforge/raw/libero/libero_goal/put_the_wine_bottle_on_top_of_the_cabinet_demo.hdf5,libero_goal,put_the_wine_bottle_on_top_of_the_cabinet_demo,demo_8,107,gripper0_grip_site,"[-0.66, 0.0, 0.912]",0.00027424,0.00052833,0.00050483,0.00051492
data/armforge/raw/libero/libero_goal/put_the_wine_bottle_on_top_of_the_cabinet_demo.hdf5,libero_goal,put_the_wine_bottle_on_top_of_the_cabinet_demo,demo_9,100,gripper0_grip_site,"[-0.66, 0.0, 0.912]",0.00028757,0.00055328,0.00052869,0.00054911
data/armforge/raw/libero/libero_goal/turn_on_the_stove_demo.hdf5,libero_goal,turn_on_the_stove_demo,demo_0,80,gripper0_grip_site,"[-0.66, 0.0, 0.912]",0.00024092,0.00064654,0.00062558,0.00064512
data/armforge/raw/libero/libero_goal/turn_on_the_stove_demo.hdf5,libero_goal,turn_on_the_stove_demo,demo_1,96,gripper0_grip_site,"[-0.66, 0.0, 0.912]",0.00020059,0.00047471,0.00043007,0.00046421
data/armforge/raw/libero/libero_goal/turn_on_the_stove_demo.hdf5,libero_goal,turn_on_the_stove_demo,demo_10,97,gripper0_grip_site,"[-0.66, 0.0, 0.912]",0.00021657,0.00052247,0.00048647,0.00051683
data/armforge/raw/libero/libero_goal/turn_on_the_stove_demo.hdf5,libero_goal,turn_on_the_stove_demo,demo_11,88,gripper0_grip_site,"[-0.66, 0.0, 0.912]",0.00020896,0.00055878,0.00053446,0.00054885
data/armforge/raw/libero/libero_goal/turn_on_the_stove_demo.hdf5,libero_goal,turn_on_the_stove_demo,demo_12,103,gripper0_grip_site,"[-0.66, 0.0, 0.912]",0.00018542,0.00056795,0.00053483,0.00056229
data/armforge/raw/libero/libero_goal/turn_on_the_stove_demo.hdf5,libero_goal,turn_on_the_stove_demo,demo_13,90,gripper0_grip_site,"[-0.66, 0.0, 0.912]",0.00021554,0.00052535,0.00050882,0.00052369
data/armforge/raw/libero/libero_goal/turn_on_the_stove_demo.hdf5,libero_goal,turn_on_the_stove_demo,demo_14,89,gripper0_grip_site,"[-0.66, 0.0, 0.912]",0.00020555,0.0005076,0.00049226,0.0005072
data/armforge/raw/libero/libero_goal/turn_on_the_stove_demo.hdf5,libero_goal,turn_on_the_stove_demo,demo_15,99,gripper0_grip_site,"[-0.66, 0.0, 0.912]",0.00019137,0.00047497,0.00045287,0.00047382
data/armforge/raw/libero/libero_goal/turn_on_the_stove_demo.hdf5,libero_goal,turn_on_the_stove_demo,demo_16,91,gripper0_grip_site,"[-0.66, 0.0, 0.912]",0.00022566,0.00053869,0.00051596,0.00053688
data/armforge/raw/libero/libero_goal/turn_on_the_stove_demo.hdf5,libero_goal,turn_on_the_stove_demo,demo_17,86,gripper0_grip_site,"[-0.66, 0.0, 0.912]",0.00020672,0.00053039,0.000509,0.00052025
data/armforge/raw/libero/libero_goal/turn_on_the_stove_demo.hdf5,libero_goal,turn_on_the_stove_demo,demo_18,77,gripper0_grip_site,"[-0.66, 0.0, 0.912]",0.00022697,0.0006418,0.00059112,0.00063687
data/armforge/raw/libero/libero_goal/turn_on_the_stove_demo.hdf5,libero_goal,turn_on_the_stove_demo,demo_19,81,gripper0_grip_site,"[-0.66, 0.0, 0.912]",0.00021867,0.00055322,0.00052739,0.00055169
data/armforge/raw/libero/libero_goal/turn_on_the_stove_demo.hdf5,libero_goal,turn_on_the_stove_demo,demo_2,89,gripper0_grip_site,"[-0.66, 0.0, 0.912]",0.00020753,0.00056202,0.00053271,0.00056175
data/armforge/raw/libero/libero_goal/turn_on_the_stove_demo.hdf5,libero_goal,turn_on_the_stove_demo,demo_20,85,gripper0_grip_site,"[-0.66, 0.0, 0.912]",0.00022948,0.00059963,0.00058838,0.00059644
data/armforge/raw/libero/libero_goal/turn_on_the_stove_demo.hdf5,libero_goal,turn_on_the_stove_demo,demo_21,88,gripper0_grip_site,"[-0.66, 0.0, 0.912]",0.00022351,0.00051831,0.00050309,0.00051629
data/armforge/raw/libero/libero_goal/turn_on_the_stove_demo.hdf5,libero_goal,turn_on_the_stove_demo,demo_22,79,gripper0_grip_site,"[-0.66, 0.0, 0.912]",0.00022891,0.00059051,0.00058493,0.00058907
data/armforge/raw/libero/libero_goal/turn_on_the_stove_demo.hdf5,libero_goal,turn_on_the_stove_demo,demo_23,92,gripper0_grip_site,"[-0.66, 0.0, 0.912]",0.00021461,0.00059737,0.00056909,0.00059693
data/armforge/raw/libero/libero_goal/turn_on_the_stove_demo.hdf5,libero_goal,turn_on_the_stove_demo,demo_24,92,gripper0_grip_site,"[-0.66, 0.0, 0.912]",0.00020814,0.00055227,0.00054035,0.00054942
data/armforge/raw/libero/libero_goal/turn_on_the_stove_demo.hdf5,libero_goal,turn_on_the_stove_demo,demo_25,90,gripper0_grip_site,"[-0.66, 0.0, 0.912]",0.00020219,0.00056699,0.00053232,0.00055523
data/armforge/raw/libero/libero_goal/turn_on_the_stove_demo.hdf5,libero_goal,turn_on_the_stove_demo,demo_26,85,gripper0_grip_site,"[-0.66, 0.0, 0.912]",0.00020781,0.00052156,0.00051853,0.00052077
data/armforge/raw/libero/libero_goal/turn_on_the_stove_demo.hdf5,libero_goal,turn_on_the_stove_demo,demo_27,100,gripper0_grip_site,"[-0.66, 0.0, 0.912]",0.00021975,0.0005682,0.00053939,0.00056661
data/armforge/raw/libero/libero_goal/turn_on_the_stove_demo.hdf5,libero_goal,turn_on_the_stove_demo,demo_28,95,gripper0_grip_site,"[-0.66, 0.0, 0.912]",0.00018907,0.00044786,0.00044165,0.00044662
data/armforge/raw/libero/libero_goal/turn_on_the_stove_demo.hdf5,libero_goal,turn_on_the_stove_demo,demo_29,96,gripper0_grip_site,"[-0.66, 0.0, 0.912]",0.00021748,0.00052418,0.00048754,0.00051902
data/armforge/raw/libero/libero_goal/turn_on_the_stove_demo.hdf5,libero_goal,turn_on_the_stove_demo,demo_3,86,gripper0_grip_site,"[-0.66, 0.0, 0.912]",0.00021772,0.00053496,0.00052726,0.00053408
data/armforge/raw/libero/libero_goal/turn_on_the_stove_demo.hdf5,libero_goal,turn_on_the_stove_demo,demo_30,95,gripper0_grip_site,"[-0.66, 0.0, 0.912]",0.00021633,0.00047854,0.00046002,0.00047719
data/armforge/raw/libero/libero_goal/turn_on_the_stove_demo.hdf5,libero_goal,turn_on_the_stove_demo,demo_31,81,gripper0_grip_site,"[-0.66, 0.0, 0.912]",0.00022134,0.00054523,0.00050548,0.0005357
data/armforge/raw/libero/libero_goal/turn_on_the_stove_demo.hdf5,libero_goal,turn_on_the_stove_demo,demo_32,85,gripper0_grip_site,"[-0.66, 0.0, 0.912]",0.00021003,0.00055278,0.00052647,0.00054732
data/armforge/raw/libero/libero_goal/turn_on_the_stove_demo.hdf5,libero_goal,turn_on_the_stove_demo,demo_33,79,gripper0_grip_site,"[-0.66, 0.0, 0.912]",0.00022449,0.00056377,0.00053715,0.00055882
data/armforge/raw/libero/libero_goal/turn_on_the_stove_demo.hdf5,libero_goal,turn_on_the_stove_demo,demo_34,75,gripper0_grip_site,"[-0.66, 0.0, 0.912]",0.00022969,0.00059816,0.00057344,0.00059465
data/armforge/raw/libero/libero_goal/turn_on_the_stove_demo.hdf5,libero_goal,turn_on_the_stove_demo,demo_35,86,gripper0_grip_site,"[-0.66, 0.0, 0.912]",0.00022091,0.00057053,0.00054742,0.000565
data/armforge/raw/libero/libero_goal/turn_on_the_stove_demo.hdf5,libero_goal,turn_on_the_stove_demo,demo_36,84,gripper0_grip_site,"[-0.66, 0.0, 0.912]",0.00022264,0.00047813,0.00046965,0.00047564
data/armforge/raw/libero/libero_goal/turn_on_the_stove_demo.hdf5,libero_goal,turn_on_the_stove_demo,demo_37,85,gripper0_grip_site,"[-0.66, 0.0, 0.912]",0.00022144,0.00065503,0.00061721,0.00065231
data/armforge/raw/libero/libero_goal/turn_on_the_stove_demo.hdf5,libero_goal,turn_on_the_stove_demo,demo_38,90,gripper0_grip_site,"[-0.66, 0.0, 0.912]",0.00022118,0.00057631,0.00054588,0.00057501
data/armforge/raw/libero/libero_goal/turn_on_the_stove_demo.hdf5,libero_goal,turn_on_the_stove_demo,demo_39,93,gripper0_grip_site,"[-0.66, 0.0, 0.912]",0.00019845,0.00051512,0.00050633,0.00051393
data/armforge/raw/libero/libero_goal/turn_on_the_stove_demo.hdf5,libero_goal,turn_on_the_stove_demo,demo_4,93,gripper0_grip_site,"[-0.66, 0.0, 0.912]",0.00020814,0.00057684,0.00055449,0.00057426
data/armforge/raw/libero/libero_goal/turn_on_the_stove_demo.hdf5,libero_goal,turn_on_the_stove_demo,demo_40,96,gripper0_grip_site,"[-0.66, 0.0, 0.912]",0.00022792,0.00057694,0.00054233,0.00057681
data/armforge/raw/libero/libero_goal/turn_on_the_stove_demo.hdf5,libero_goal,turn_on_the_stove_demo,demo_41,96,gripper0_grip_site,"[-0.66, 0.0, 0.912]",0.00020439,0.0004509,0.00044126,0.0004444
data/armforge/raw/libero/libero_goal/turn_on_the_stove_demo.hdf5,libero_goal,turn_on_the_stove_demo,demo_42,87,gripper0_grip_site,"[-0.66, 0.0, 0.912]",0.00019625,0.00049844,0.00048047,0.00049821
data/armforge/raw/libero/libero_goal/turn_on_the_stove_demo.hdf5,libero_goal,turn_on_the_stove_demo,demo_43,93,gripper0_grip_site,"[-0.66, 0.0, 0.912]",0.00020127,0.00050691,0.00049061,0.00050606
data/armforge/raw/libero/libero_goal/turn_on_the_stove_demo.hdf5,libero_goal,turn_on_the_stove_demo,demo_44,119,gripper0_grip_site,"[-0.66, 0.0, 0.912]",0.00017863,0.0005329,0.00050634,0.00053178
data/armforge/raw/libero/libero_goal/turn_on_the_stove_demo.hdf5,libero_goal,turn_on_the_stove_demo,demo_45,79,gripper0_grip_site,"[-0.66, 0.0, 0.912]",0.00022015,0.00053549,0.00051542,0.0005329
data/armforge/raw/libero/libero_goal/turn_on_the_stove_demo.hdf5,libero_goal,turn_on_the_stove_demo,demo_46,93,gripper0_grip_site,"[-0.66, 0.0, 0.912]",0.0002045,0.00051966,0.00050324,0.00051898
data/armforge/raw/libero/libero_goal/turn_on_the_stove_demo.hdf5,libero_goal,turn_on_the_stove_demo,demo_47,77,gripper0_grip_site,"[-0.66, 0.0, 0.912]",0.00022587,0.00059154,0.00055141,0.0005885
data/armforge/raw/libero/libero_goal/turn_on_the_stove_demo.hdf5,libero_goal,turn_on_the_stove_demo,demo_48,85,gripper0_grip_site,"[-0.66, 0.0, 0.912]",0.00022894,0.00060724,0.00058951,0.00060333
data/armforge/raw/libero/libero_goal/turn_on_the_stove_demo.hdf5,libero_goal,turn_on_the_stove_demo,demo_49,90,gripper0_grip_site,"[-0.66, 0.0, 0.912]",0.00020965,0.00053138,0.00052804,0.00053054
data/armforge/raw/libero/libero_goal/turn_on_the_stove_demo.hdf5,libero_goal,turn_on_the_stove_demo,demo_5,92,gripper0_grip_site,"[-0.66, 0.0, 0.912]",0.00020564,0.00056365,0.00054846,0.00056244
data/armforge/raw/libero/libero_goal/turn_on_the_stove_demo.hdf5,libero_goal,turn_on_the_stove_demo,demo_6,94,gripper0_grip_site,"[-0.66, 0.0, 0.912]",0.00020538,0.00052604,0.00050792,0.00052539
data/armforge/raw/libero/libero_goal/turn_on_the_stove_demo.hdf5,libero_goal,turn_on_the_stove_demo,demo_7,96,gripper0_grip_site,"[-0.66, 0.0, 0.912]",0.00019829,0.00052397,0.00051063,0.00052078
data/armforge/raw/libero/libero_goal/turn_on_the_stove_demo.hdf5,libero_goal,turn_on_the_stove_demo,demo_8,86,gripper0_grip_site,"[-0.66, 0.0, 0.912]",0.00021358,0.00052004,0.00050858,0.00051902
data/armforge/raw/libero/libero_goal/turn_on_the_stove_demo.hdf5,libero_goal,turn_on_the_stove_demo,demo_9,77,gripper0_grip_site,"[-0.66, 0.0, 0.912]",0.00025215,0.00057291,0.00053966,0.00056595
data/armforge/raw/libero/libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket_demo.hdf5,libero_object,pick_up_the_alphabet_soup_and_place_it_in_the_basket_demo,demo_0,148,gripper0_grip_site,"[-0.6, 0.0, 0.0]",0.00033979,0.00049732,0.00046885,0.00048691
data/armforge/raw/libero/libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket_demo.hdf5,libero_object,pick_up_the_alphabet_soup_and_place_it_in_the_basket_demo,demo_1,179,gripper0_grip_site,"[-0.6, 0.0, 0.0]",0.00033399,0.00048777,0.00047233,0.00048492
data/armforge/raw/libero/libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket_demo.hdf5,libero_object,pick_up_the_alphabet_soup_and_place_it_in_the_basket_demo,demo_10,157,gripper0_grip_site,"[-0.6, 0.0, 0.0]",0.00030675,0.000473,0.00046343,0.00047049
data/armforge/raw/libero/libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket_demo.hdf5,libero_object,pick_up_the_alphabet_soup_and_place_it_in_the_basket_demo,demo_11,152,gripper0_grip_site,"[-0.6, 0.0, 0.0]",0.00033948,0.00053759,0.0004883,0.00053485
data/armforge/raw/libero/libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket_demo.hdf5,libero_object,pick_up_the_alphabet_soup_and_place_it_in_the_basket_demo,demo_12,172,gripper0_grip_site,"[-0.6, 0.0, 0.0]",0.0003156,0.00051103,0.00048139,0.00049632
data/armforge/raw/libero/libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket_demo.hdf5,libero_object,pick_up_the_alphabet_soup_and_place_it_in_the_basket_demo,demo_13,146,gripper0_grip_site,"[-0.6, 0.0, 0.0]",0.00033086,0.00046857,0.00046383,0.00046684
data/armforge/raw/libero/libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket_demo.hdf5,libero_object,pick_up_the_alphabet_soup_and_place_it_in_the_basket_demo,demo_14,149,gripper0_grip_site,"[-0.6, 0.0, 0.0]",0.00031481,0.00055428,0.00050859,0.00054533
data/armforge/raw/libero/libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket_demo.hdf5,libero_object,pick_up_the_alphabet_soup_and_place_it_in_the_basket_demo,demo_15,154,gripper0_grip_site,"[-0.6, 0.0, 0.0]",0.00031522,0.00049539,0.00047277,0.00049054
data/armforge/raw/libero/libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket_demo.hdf5,libero_object,pick_up_the_alphabet_soup_and_place_it_in_the_basket_demo,demo_16,155,gripper0_grip_site,"[-0.6, 0.0, 0.0]",0.00031726,0.00051076,0.00049551,0.00050932
data/armforge/raw/libero/libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket_demo.hdf5,libero_object,pick_up_the_alphabet_soup_and_place_it_in_the_basket_demo,demo_17,154,gripper0_grip_site,"[-0.6, 0.0, 0.0]",0.00030693,0.000497,0.00042779,0.0004888
data/armforge/raw/libero/libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket_demo.hdf5,libero_object,pick_up_the_alphabet_soup_and_place_it_in_the_basket_demo,demo_18,152,gripper0_grip_site,"[-0.6, 0.0, 0.0]",0.00033888,0.000504,0.00048324,0.00049809
data/armforge/raw/libero/libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket_demo.hdf5,libero_object,pick_up_the_alphabet_soup_and_place_it_in_the_basket_demo,demo_19,157,gripper0_grip_site,"[-0.6, 0.0, 0.0]",0.00033615,0.00048868,0.00047631,0.00048768
data/armforge/raw/libero/libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket_demo.hdf5,libero_object,pick_up_the_alphabet_soup_and_place_it_in_the_basket_demo,demo_2,136,gripper0_grip_site,"[-0.6, 0.0, 0.0]",0.00035614,0.0005543,0.00051467,0.00055164
data/armforge/raw/libero/libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket_demo.hdf5,libero_object,pick_up_the_alphabet_soup_and_place_it_in_the_basket_demo,demo_20,154,gripper0_grip_site,"[-0.6, 0.0, 0.0]",0.00033934,0.00052415,0.00049886,0.00051905
data/armforge/raw/libero/libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket_demo.hdf5,libero_object,pick_up_the_alphabet_soup_and_place_it_in_the_basket_demo,demo_21,163,gripper0_grip_site,"[-0.6, 0.0, 0.0]",0.0003017,0.00052391,0.00048377,0.00050019
data/armforge/raw/libero/libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket_demo.hdf5,libero_object,pick_up_the_alphabet_soup_and_place_it_in_the_basket_demo,demo_22,146,gripper0_grip_site,"[-0.6, 0.0, 0.0]",0.00033963,0.00055682,0.0005278,0.00055294
data/armforge/raw/libero/libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket_demo.hdf5,libero_object,pick_up_the_alphabet_soup_and_place_it_in_the_basket_demo,demo_23,161,gripper0_grip_site,"[-0.6, 0.0, 0.0]",0.00031979,0.00053142,0.00048893,0.0005207
data/armforge/raw/libero/libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket_demo.hdf5,libero_object,pick_up_the_alphabet_soup_and_place_it_in_the_basket_demo,demo_24,177,gripper0_grip_site,"[-0.6, 0.0, 0.0]",0.00031178,0.00048832,0.00046612,0.00047872
data/armforge/raw/libero/libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket_demo.hdf5,libero_object,pick_up_the_alphabet_soup_and_place_it_in_the_basket_demo,demo_25,143,gripper0_grip_site,"[-0.6, 0.0, 0.0]",0.00034169,0.00048134,0.00047234,0.00047823
data/armforge/raw/libero/libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket_demo.hdf5,libero_object,pick_up_the_alphabet_soup_and_place_it_in_the_basket_demo,demo_26,136,gripper0_grip_site,"[-0.6, 0.0, 0.0]",0.0003446,0.00051977,0.0004799,0.00051384
data/armforge/raw/libero/libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket_demo.hdf5,libero_object,pick_up_the_alphabet_soup_and_place_it_in_the_basket_demo,demo_27,154,gripper0_grip_site,"[-0.6, 0.0, 0.0]",0.00030758,0.00055737,0.00050945,0.00055504
data/armforge/raw/libero/libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket_demo.hdf5,libero_object,pick_up_the_alphabet_soup_and_place_it_in_the_basket_demo,demo_28,136,gripper0_grip_site,"[-0.6, 0.0, 0.0]",0.00034114,0.00053353,0.00048523,0.00052585
data/armforge/raw/libero/libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket_demo.hdf5,libero_object,pick_up_the_alphabet_soup_and_place_it_in_the_basket_demo,demo_29,175,gripper0_grip_site,"[-0.6, 0.0, 0.0]",0.00027589,0.00047569,0.00043845,0.0004654
data/armforge/raw/libero/libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket_demo.hdf5,libero_object,pick_up_the_alphabet_soup_and_place_it_in_the_basket_demo,demo_3,146,gripper0_grip_site,"[-0.6, 0.0, 0.0]",0.00031472,0.00047541,0.00045702,0.00047302
data/armforge/raw/libero/libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket_demo.hdf5,libero_object,pick_up_the_alphabet_soup_and_place_it_in_the_basket_demo,demo_30,155,gripper0_grip_site,"[-0.6, 0.0, 0.0]",0.00031981,0.00047427,0.00046518,0.00047052
data/armforge/raw/libero/libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket_demo.hdf5,libero_object,pick_up_the_alphabet_soup_and_place_it_in_the_basket_demo,demo_31,179,gripper0_grip_site,"[-0.6, 0.0, 0.0]",0.00029473,0.00052021,0.0004916,0.00050904
data/armforge/raw/libero/libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket_demo.hdf5,libero_object,pick_up_the_alphabet_soup_and_place_it_in_the_basket_demo,demo_32,153,gripper0_grip_site,"[-0.6, 0.0, 0.0]",0.00031439,0.00051321,0.00043556,0.00049797
data/armforge/raw/libero/libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket_demo.hdf5,libero_object,pick_up_the_alphabet_soup_and_place_it_in_the_basket_demo,demo_33,152,gripper0_grip_site,"[-0.6, 0.0, 0.0]",0.00031133,0.00049021,0.00047464,0.00048714
data/armforge/raw/libero/libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket_demo.hdf5,libero_object,pick_up_the_alphabet_soup_and_place_it_in_the_basket_demo,demo_34,160,gripper0_grip_site,"[-0.6, 0.0, 0.0]",0.00030683,0.000494,0.00048392,0.00048961
data/armforge/raw/libero/libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket_demo.hdf5,libero_object,pick_up_the_alphabet_soup_and_place_it_in_the_basket_demo,demo_35,150,gripper0_grip_site,"[-0.6, 0.0, 0.0]",0.00031629,0.00052305,0.00048493,0.00051324
data/armforge/raw/libero/libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket_demo.hdf5,libero_object,pick_up_the_alphabet_soup_and_place_it_in_the_basket_demo,demo_36,151,gripper0_grip_site,"[-0.6, 0.0, 0.0]",0.00031845,0.00047654,0.00044617,0.00046999
data/armforge/raw/libero/libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket_demo.hdf5,libero_object,pick_up_the_alphabet_soup_and_place_it_in_the_basket_demo,demo_37,149,gripper0_grip_site,"[-0.6, 0.0, 0.0]",0.00032752,0.00049064,0.00044001,0.00047509
data/armforge/raw/libero/libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket_demo.hdf5,libero_object,pick_up_the_alphabet_soup_and_place_it_in_the_basket_demo,demo_38,157,gripper0_grip_site,"[-0.6, 0.0, 0.0]",0.00032464,0.00051235,0.00048716,0.00050809
data/armforge/raw/libero/libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket_demo.hdf5,libero_object,pick_up_the_alphabet_soup_and_place_it_in_the_basket_demo,demo_39,171,gripper0_grip_site,"[-0.6, 0.0, 0.0]",0.00032264,0.00049492,0.00047852,0.00048916
data/armforge/raw/libero/libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket_demo.hdf5,libero_object,pick_up_the_alphabet_soup_and_place_it_in_the_basket_demo,demo_4,153,gripper0_grip_site,"[-0.6, 0.0, 0.0]",0.00031203,0.0004986,0.00046214,0.00048855
