robot_name,num_trajectories,num_waypoints,ik_success_rate,trajectory_success_rate,mean_position_error,max_position_error,mean_joint_margin,min_joint_margin,mean_manipulability,min_manipulability,manipulability_below_threshold,smoothness_cost,collision_proxy,hardware_cost,orientation_tolerance_rad,mean_orientation_error_rad,max_orientation_error_rad,pose_success_rate,trajectory_pose_success_rate,suite
ur5e_true_robotiq2f85_tcp_proxy,500,39981,0.990495,0.902,0.000451,0.025089,1.537197,0.284121,0.10515029,0.01692633,0.0,1.14225868,0.00319413,1.620531,0.1,0.002415,0.09955,0.990495,0.902,libero_goal
ur5e_true_robotiq2f85_tcp_proxy,500,40000,1.0,1.0,0.000384,0.002,1.642949,0.871046,0.11571555,0.06106194,0.0,1.50069907,0.00085169,1.620531,0.1,0.000739,0.09092,1.0,1.0,libero_object
ur5e_true_robotiq2f85_tcp_proxy,500,39994,1.0,1.0,0.00035,0.002,1.649175,0.605748,0.13550521,0.03719129,0.0,0.95848453,0.00283549,1.620531,0.1,0.001079,0.095321,1.0,1.0,libero_spatial
