robot_name,num_trajectories,num_waypoints,ik_success_rate,trajectory_success_rate,mean_position_error,max_position_error,mean_joint_margin,min_joint_margin,mean_manipulability,min_manipulability,manipulability_below_threshold,smoothness_cost,collision_proxy,hardware_cost
xarm6_true,150,12000,1.0,1.0,0.000302,0.001998,1.504765,1.048363,0.13898494,0.06357029,0.0,0.00127243,0.0011415,1.202873
