robot_name,num_trajectories,num_waypoints,ik_success_rate,trajectory_success_rate,mean_position_error,max_position_error,mean_joint_margin,min_joint_margin,mean_manipulability,min_manipulability,manipulability_below_threshold,smoothness_cost,collision_proxy,hardware_cost
ur5e_true,1500,119975,1.0,1.0,0.000314,0.002,1.248494,0.45424,0.12556664,0.03801671,0.0,0.00116993,0.00129047,1.464731
