robot_name,num_trajectories,num_waypoints,ik_success_rate,trajectory_success_rate,mean_position_error,max_position_error,mean_joint_margin,min_joint_margin,mean_manipulability,min_manipulability,manipulability_below_threshold,smoothness_cost,collision_proxy,hardware_cost
xarm6_true,1500,119975,1.0,1.0,0.000297,0.002,1.497028,0.97659,0.13909338,0.06216354,0.0,0.0012608,0.00143501,1.202873
